source,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,attachments/media_keys/0,attachments/media_keys/1,possibly_sensitive,conversation_id,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,geo/place_id,id,reply_settings,author_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,lang,text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,context_annotations/0/entity/description,context_annotations/1/entity/description,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/mentions/17/start,entities/mentions/17/end,entities/mentions/17/username,entities/mentions/18/start,entities/mentions/18/end,entities/mentions/18/username,entities/mentions/19/start,entities/mentions/19/end,entities/mentions/19/username,entities/mentions/20/start,entities/mentions/20/end,entities/mentions/20/username,entities/mentions/21/start,entities/mentions/21/end,entities/mentions/21/username,entities/mentions/22/start,entities/mentions/22/end,entities/mentions/22/username,entities/mentions/23/start,entities/mentions/23/end,entities/mentions/23/username,entities/mentions/24/start,entities/mentions/24/end,entities/mentions/24/username,entities/mentions/25/start,entities/mentions/25/end,entities/mentions/25/username,entities/mentions/26/start,entities/mentions/26/end,entities/mentions/26/username,entities/mentions/27/start,entities/mentions/27/end,entities/mentions/27/username,entities/mentions/28/start,entities/mentions/28/end,entities/mentions/28/username,entities/mentions/29/start,entities/mentions/29/end,entities/mentions/29/username,entities/mentions/30/start,entities/mentions/30/end,entities/mentions/30/username,entities/mentions/31/start,entities/mentions/31/end,entities/mentions/31/username,entities/mentions/32/start,entities/mentions/32/end,entities/mentions/32/username,entities/mentions/33/start,entities/mentions/33/end,entities/mentions/33/username,entities/mentions/34/start,entities/mentions/34/end,entities/mentions/34/username,entities/mentions/35/start,entities/mentions/35/end,entities/mentions/35/username,entities/mentions/36/start,entities/mentions/36/end,entities/mentions/36/username,entities/mentions/37/start,entities/mentions/37/end,entities/mentions/37/username,entities/mentions/38/start,entities/mentions/38/end,entities/mentions/38/username,entities/mentions/39/start,entities/mentions/39/end,entities/mentions/39/username,entities/mentions/40/start,entities/mentions/40/end,entities/mentions/40/username,entities/mentions/41/start,entities/mentions/41/end,entities/mentions/41/username,entities/mentions/42/start,entities/mentions/42/end,entities/mentions/42/username,entities/mentions/43/start,entities/mentions/43/end,entities/mentions/43/username,entities/mentions/44/start,entities/mentions/44/end,entities/mentions/44/username,entities/mentions/45/start,entities/mentions/45/end,entities/mentions/45/username,entities/mentions/46/start,entities/mentions/46/end,entities/mentions/46/username,entities/mentions/47/start,entities/mentions/47/end,entities/mentions/47/username,entities/mentions/48/start,entities/mentions/48/end,entities/mentions/48/username,entities/mentions/49/start,entities/mentions/49/end,entities/mentions/49/username,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,attachments/media_keys/2,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/3,context_annotations/2/entity/description,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/urls/1/unwound_url
Twitter for Android,,,,,,,,,,,,,,,,False,"1,27583721794926E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,008eb02a542ac3d4,"1,27650712049885E+018",everyone,99324383,2020-06-26T13:26:28+00:00,0,0,0,0,es,"@LeanAgostino Coloquele dexametasona, dele aspirina ya!!!",0,13,LeanAgostino,237083305,replied_to,"1,27583721794926E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,27577479768806E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,0176ea0c39765f09,"1,27577702319415E+018",everyone,1035406723,2020-06-24T13:05:19+00:00,1,1,1,0,es,"@cretwt @Tango3OO @Escabiologo @CORHENS @Cherrycream9 @jajoriverol @Krajita @RobertiAlberto @SamuelTugues La Dexametasona NO es para todo el mundo y debe usarse con muchísimo cuidado según sea el caso y el paciente, evaluando el riesgo - beneficio y bajo supervisión médica.",0,7,cretwt,104368857,replied_to,"1,27577479768806E+018",,,,,,,,,,,,,,,,,,,,,,,,,,8,17,Tango3OO,18,30,Escabiologo,31,39,CORHENS,40,53,Cherrycream9,54,66,jajoriverol,67,75,Krajita,,,,,,,,,,,,,,,,,,,,,76,91,RobertiAlberto,92,105,SamuelTugues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instagram,215,238,https://t.co/ELdep7Bjp7,https://www.instagram.com/p/CByk_CyFNWg/?igshid=d6dqm4r7zahe,instagram.com/p/CByk_CyFNWg/…,,,,,,69,82,teampositivo,,,False,"1,27551952722955E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012b6b2c110f0c21,"1,27551952722955E+018",everyone,3063982672,2020-06-23T20:02:07+00:00,0,0,0,0,es,"La bella Mariángel! Le cambiaron el antibiótico, y gracias a nuestro #teampositivo pudimos apoyarla con Clotrimazol-Neomic-Dexametasona en crema, y consentirla con galletas y chocolate... Por supuesto, conversamos… https://t.co/ELdep7Bjp7",,,,,,,9,17,0.3872,Person,Mariángel,,,,,,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel","8,25047692124443E+017",Food,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations","8,24777229892661E+017",Generic Food,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks","8,36270250563793E+017",Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-69.30913515,10.06842373,,,,,,,Generic Food,,,,,,,,,,,,,,,,,
Trendsmap Alerting,51,74,https://t.co/GCzG3cs1WH,https://www.trendsmap.com/r/VE_agrpmh,trendsmap.com/r/VE_agrpmh,75,98,https://t.co/0rLf428CTz,https://twitter.com/TrendsVenezuela/status/1275171288034705413/photo/1,pic.twitter.com/0rLf428CTz,0,13,dexametasona,"3,12751712859376E+019",,False,"1,27517128803471E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,008eb02a542ac3d4,"1,27517128803471E+018",everyone,211690223,2020-06-22T20:58:21+00:00,0,0,0,0,es,"#dexametasona es ahora una tendencia en Venezuela

https://t.co/GCzG3cs1WH https://t.co/0rLf428CTz",,,,,,,40,48,0.9954,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-66.8792,10488,,,,,,,,,,,,,,,,,,,,,,,,
Instagram,205,228,https://t.co/RX71OoCoaD,https://www.instagram.com/p/CBv-gDXFkVZ/?igshid=wp8y4mme60dq,instagram.com/p/CBv-gDXFkVZ/…,,,,,,0,13,Dexametasona,,,False,"1,27515342480027E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012b6b2c110f0c21,"1,27515342480027E+018",everyone,3063982672,2020-06-22T19:47:22+00:00,1,0,0,0,es,"#Dexametasona para  Hilary Ramona!  Gracias #teampositivo
Por cierto, ya tenemos el presupuesto de sus estudios... En un rato monto la publicación para que nos ayudes a ayudar a Hilary!
.
.
#voluntariado… https://t.co/RX71OoCoaD",,,,,,,20,32,0.9784,Person,Hilary Ramona,178,183,0.9727,Person,Hilary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,57,teampositivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,203,voluntariado,,,,,,,,,,,,,,,,,,,Point,-69.30913515,10.06842373,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for iPhone,,,,,,,,,,,90,100,Venezuela,,,False,"1,2751048383686E+018",10,Person,Named people in the world like Nelson Mandela,"1,08523251092403E+018",Juan Guaido,010416b434768b1c,"1,2751048383686E+018",everyone,103640207,2020-06-22T16:34:18+00:00,0,0,0,0,es,Duélale a quien le duela pero el sr. @jguaido termino siendo otra bombona de oxígeno más! #Venezuela   🙄,37,45,jguaido,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden","1,08523251092403E+018",Juan Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Guaido,Juan Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,139,162,https://t.co/vzx0oa1qei,https://twitter.com/SeorJos1/status/1274861549367287815,twitter.com/SeorJos1/statu…,,,,,,,,,,,False,"1,27509998316386E+018",10,Person,Named people in the world like Nelson Mandela,"7,99022225751871E+017",Donald Trump,0183b61239c77a87,"1,27509998316386E+018",everyone,264186328,2020-06-22T16:15:00+00:00,0,0,0,0,es,Hoy si nuestro líder @NicolasMaduro se reúne con thump le pone una bombona de oxígeno a estés viejo loco .ni un tantico así con el imperio https://t.co/vzx0oa1qei,21,35,NicolasMaduro,,quoted,"1,27486154936729E+018",,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden","7,99022225751871E+017",Donald Trump,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,US President Donald Trump,US President Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,27439845830948E+018",10,Person,Named people in the world like Nelson Mandela,"9,53617573521768E+017",Iván Duque,012af435641420c7,"1,27440252736731E+018",everyone,"1,17869439410029E+018",2020-06-20T18:03:34+00:00,0,0,0,0,es,"@IvanDuque @MinSaludCol @Fruizgomez Junto con los ventiladores, entregar también Dexametasona, el hallazgo de los británicos contra el Covid19!",0,10,IvanDuque,77653794,replied_to,"1,27439845830948E+018",81,92,0.2942,Person,Dexametasona,,,,,,35,Politician,"Politicians in the world, like Joe Biden","9,53617573521768E+017",Iván Duque,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,11,23,MinSaludCol,24,35,Fruizgomez,,,,,,,,,,,,,,,,,,,,,Iván Duque,Iván Duque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instagram,216,239,https://t.co/wjT6RkoqEI,https://www.instagram.com/p/CBom98YlAcI/?igshid=ln3q3i6djajb,instagram.com/p/CBom98YlAcI/…,,,,,,0,10,complejoB,,,False,"1,27411650946864E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012b6b2c110f0c21,"1,27411650946864E+018",everyone,3063982672,2020-06-19T23:07:02+00:00,1,0,1,0,es,"#complejoB y #Dexametasona para Hilary gracias a nuestro #teampositivo
.
.
#voluntariado #lamovidapositiva @movidapositivav #juntospodemoshacermasbien #ActuandoEnPositivo #Barquisimeto #stopcancer en Barquisimeto -… https://t.co/wjT6RkoqEI",107,123,MovidaPositivaV,,,,32,37,0.9657,Person,Hilary,200,211,0.9491,Place,Barquisimeto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,26,Dexametasona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,70,teampositivo,,,,,,75,88,voluntariado,89,106,lamovidapositiva,124,150,juntospodemoshacermasbien,151,170,ActuandoEnPositivo,,Point,-69.30913515,10.06842373,,,,,,,,,,,,,,,,,,171,184,Barquisimeto,185,196,stopcancer,
Twitter for Android,54,77,https://t.co/M4XvmB6Bsd,https://www.instagram.com/tv/CBlmPTZISJL/?igshid=1tffsohrus8mk,instagram.com/tv/CBlmPTZISJL…,,,,,,,,,,,True,"1,27379157117603E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012af435641420c7,"1,27379157117603E+018",everyone,327904087,2020-06-19T01:35:51+00:00,0,0,0,0,es,"Virus chino. Dexametasona, pero para pacientes graves https://t.co/M4XvmB6Bsd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,27363088762059E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012af435641420c7,"1,27363088762059E+018",everyone,196843793,2020-06-18T14:57:21+00:00,0,0,2,0,es,"Me asomo a esta estupenda red con la curiosidad de saber,aparte de las ""milagrosas""hidroxicloroquina y la dexametasona,cual droga salvadora contra el viruschino tiene para degustar hoy la infodemia?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,27325610762087E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012af435641420c7,"1,27346311556965E+018",everyone,196843793,2020-06-18T03:50:41+00:00,0,0,1,0,es,"@CATERINAV Sea,eso está muy lejos de ocurrir,lamentablemente.Con la dexametasona se están creando muchas ilusiones.Efectiva en un porcentaje de pacientes en ventilación mecánica,menos de un 20%.En otros pacientes,nada contundente.",0,10,CATERINAV,73245966,replied_to,"1,27325610762087E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,169,192,https://t.co/9whaAdTb8P,https://bit.ly/2YHZ4ou,bit.ly/2YHZ4ou,193,216,https://t.co/Iy6ZJCxKOt,https://bit.ly/2N8jdP6,bit.ly/2N8jdP6,3,7,OMS,,,False,"1,27326856062274E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01d677e97eae46b3,"1,27326856062274E+018",everyone,105784706,2020-06-17T14:57:35+00:00,0,0,0,0,es,"La #OMS junto con el reino unido celebra un progreso importante con personas con #COVID19 avanzado encontrando el fármaco dexametasona según la OMS tiene un valor de 6$
https://t.co/9whaAdTb8P
https://t.co/Iy6ZJCxKOt",,,,,,,144,146,0.8613,Organization,OMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,89,COVID19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,27296345094434E+018",,,,,,01c93e351e3122fb,"1,27317231288028E+018",everyone,479195778,2020-06-17T08:35:08+00:00,0,0,0,0,es,@franjogarces @NOmasCNE Dexametasona si hay en Venezuela,14,23,NOmasCNE,"8,38491326656233E+017",replied_to,"1,27305388944572E+018",47,55,0.9927,Place,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,27296345094434E+018",,,,,,017697d30746c82c,"1,27317204765767E+018",everyone,479195778,2020-06-17T08:34:05+00:00,0,0,1,0,es,@NOmasCNE Y cuando estaba en mi peor día por el dolor frecuente me aplique la dexametasona una ampolla interdiaria y mi respiración mejoro a tal punto que 10 días ya respiraba con tranquilidad.,0,9,NOmasCNE,479195778,replied_to,"1,27317156057315E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for iPhone,,,,,,,,,,,,,,,,False,"1,27316347303227E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01a73d6169f504ac,"1,27316626498333E+018",everyone,"7,44750706716979E+017",2020-06-17T08:11:06+00:00,0,0,4,0,es,"@abc_es Dexametasona NO ES UNA CURA❗️ Es un antiinflamatorio esteroideo, utilizado para mitigar la gravedad del compromiso ventilatorio, en algunos pacientes enfermos por COVID 19.",0,7,abc_es,19923515,replied_to,"1,27316347303227E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,26,49,https://t.co/Ot7bGMF92n,http://cierto.La,cierto.La,180,203,https://t.co/OVhqCNZ3Af,http://limitarlo.No,limitarlo.No,,,,,,False,"1,27298037608083E+018",,,,,,012af435641420c7,"1,27308425253667E+018",everyone,196843793,2020-06-17T02:45:13+00:00,0,0,0,0,es,"@barbaraalbrich Eso no es https://t.co/Ot7bGMF92n Dexametasona,esteroide de larga data,se usa en ciertos pacientes complicados para tratar de evitar el proceso hiperinflamatorio.O https://t.co/OVhqCNZ3Af hay ni vacunas ni tratamiento desarrollados",,,,1920552954,replied_to,"1,27298037608083E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://limitarlo.No
Twitter for Android,,,,,,,,,,,,,,,,False,"1,27291282576635E+018",,,,,,00661a64175b4a29,"1,27306640268608E+018",everyone,546500034,2020-06-17T01:34:17+00:00,0,0,4,0,es,"@CATERINAV Me inyectaron dexametasona hace más de 1año para una reacción alérgica fuerte q me dió en la piel.  hace unos 8 meses para el dolor y el colapso nervioso q tuve.. me decía la farmacéutica q es una panacea,sirve para muchas cosas,cuando se agotan las opciones está la dexametasona",0,10,CATERINAV,73245966,replied_to,"1,27291282576635E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
