conversation_id,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,author_id,text,possibly_sensitive,geo/place_id,reply_settings,created_at,attachments/media_keys/0,lang,source,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,id,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,attachments/media_keys/1,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,referenced_tweets/0/type,referenced_tweets/0/id,in_reply_to_user_id,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/6/domain/id,context_annotations/6/domain/name,context_annotations/6/domain/description,context_annotations/6/entity/id,context_annotations/6/entity/name,context_annotations/6/entity/description,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text
"1,27776682727222E+018",,,,,,0,7,ENVIVO,,,,293791614,"#ENVIVO | Rodríguez: Debemos informar también el estado de nuestros pacientes,  3.364 están sin síntomas, 447 en condición leve, moderada 13 casos y graves en Unidad de Cuidados Intensivos (UCI) 9.",False,01aae5bd62bae61d,everyone,2020-06-30T01:02:40+00:00,,es,Twitter for Android,1,1,0,0,"1,27776948802539E+018",,,,10,18,0.9257,Person,Rodríguez,159,187,0.7682,Place,Unidad de Cuidados Intensivos,,,,,,,,,,,,,,,,,,,,,,,,,replied_to,"1,27776885310852E+018",293791614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,27744748301941E+018",218,241,https://t.co/3iSdIYArNA,https://www.instagram.com/p/CCARuDWFhXL/?igshid=58cv7sj3dtbn,instagram.com/p/CCARuDWFhXL/…,0,9,POLÍTICA,,,,"9,87128299481682E+017","#POLÍTICA

.

.

El diputado Hernán Alemán fue ingresado en la UCI por Covid-19 en Bogotá.

.

.

El diputado Hernán Alemán de 65 años de edad fue ingresado hoy domingo 28-J en la Unidad de Cuidados Intensivos (UCI),… https://t.co/3iSdIYArNA",False,011852111b8815f1,everyone,2020-06-29T03:43:08+00:00,,es,Instagram,0,0,0,0,"1,27744748301941E+018",,,,29,41,0.9687,Person,Hernán Alemán,63,65,0.5806,Organization,UCI,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,71,75,412,Place,Covid,,,,,,,Point,-71.27422,10.15904,83,88,0.9303,Place,Bogotá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,122,0.5835,Person,Hernán Alemán,180,208,0.57,Place,Unidad de Cuidados Intensivos
"1,2771139532656E+018",,,,,,,,,,,,131982530,"Arrecia el Covid19 en Venezuela...

Y pensar que la curva ascendente apenas está empezando...

UCIS: a prepararse que viene trabajo!!",False,01c93e351e3122fb,everyone,2020-06-28T05:37:48+00:00,,es,Twitter for Android,0,0,0,0,"1,2771139532656E+018",,,,22,30,0.9962,Place,Venezuela,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,27327038618932E+018",280,303,https://t.co/WZ2IYB6sb5,https://twitter.com/josemvasquez/status/1273270386189316096/photo/1,pic.twitter.com/WZ2IYB6sb5,254,279,GuaricoSaludParaElPueblo,,,,73430372,"2 MIL DÓLARES? 

Si, eso es lo que cuesta 1 día de hospitalización en una Unidad de Cuidados Intensivos en una clínica privada, pero en la Nueva UCI del hospital de Calabozo ¡ES GRATIS! Con tecnología de punta y profesionales dispuestos a salvar vidas.

#GuaricoSaludParaElPueblo https://t.co/WZ2IYB6sb5",False,07d9f2c791885000,everyone,2020-06-17T15:04:50+00:00,"3,12732703645132E+019",es,Twitter for Android,117,10,124,5,"1,27327038618932E+018",,,,165,172,0.3999,Place,Calabozo,,,,,,280,303,https://t.co/WZ2IYB6sb5,https://twitter.com/josemvasquez/status/1273270386189316096/photo/1,pic.twitter.com/WZ2IYB6sb5,"3,12732703708676E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,303,https://t.co/WZ2IYB6sb5,https://twitter.com/josemvasquez/status/1273270386189316096/photo/1,pic.twitter.com/WZ2IYB6sb5,280,303,https://t.co/WZ2IYB6sb5,https://twitter.com/josemvasquez/status/1273270386189316096/photo/1,pic.twitter.com/WZ2IYB6sb5,"3,12732703777546E+019","3,12732703811185E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,27325927177025E+018",256,279,https://t.co/3i9fSpsNX4,https://twitter.com/josemvasquez/status/1273259271770247168/video/1,pic.twitter.com/3i9fSpsNX4,203,220,PrevenirEsVencer,,,,73430372,"Hoy por primera vez los calaboceños cuentan con una Unidad de Cuidados Intensivos en Hospital Francisco Urdaneta Delgado y la hemos Inaugurado gracias al trabajo y el esfuerzo del Gobierno Bolivariano.

#PrevenirEsVencer

#GuaricoSaludParaElPueblo

#17Jun https://t.co/3i9fSpsNX4",False,07d9f2c791885000,everyone,2020-06-17T14:20:41+00:00,"7,12732589297164E+019",es,Twitter for Android,55,4,46,2,"1,27325927177025E+018",222,247,GuaricoSaludParaElPueblo,85,119,0.8158,Place,Hospital Francisco Urdaneta Delgado,180,199,546,Organization,Gobierno Bolivariano,,,,,,,249,255,17Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2706548143184E+018",,,,,,,,,0,14,phenobarbital,"8,3508606227594E+017","@phenobarbital No necesariamente todas son muertes ocasionadas directamente al coronavirus, pero si atribuibles a la epidemia. Si tienes las UCIs colapsadas, van a fallecer fuera de ellas pacientes con otras patologías que usualmente se hubieran salvado al ingresar.",False,00fef4361f2ad538,everyone,2020-06-10T12:39:35+00:00,,es,Twitter for Android,0,1,0,0,"1,27069711547647E+018",,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,replied_to,"1,27065481881885E+018",14610444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2636514483923E+018",,,,,,28,34,Sucre,0,12,EdwinRojasM,3604636577,"@EdwinRojasM @NicolasMaduro #Sucre ya cuenta con la nueva Unidad de Cuidados Intensivos Neonatal... Gracias Presidente @NicolasMaduro Gobernador @EdwinRojasM #Salud #Venezuela 

NOSOTROS VENCEREMOS!!!",False,0165fd44316e9f7f,everyone,2020-05-22T02:06:16+00:00,,es,Twitter for iPhone,1,1,3,0,"1,26365236520025E+018",158,164,Salud,58,95,0.3336,Other,Unidad de Cuidados Intensivos Neonatal,,,,,,,,,,,,165,175,Venezuela,13,27,NicolasMaduro,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,replied_to,"1,2636514483923E+018",140922830,,,,,,119,133,NicolasMaduro,145,157,EdwinRojasM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2628569668981E+018",217,240,https://t.co/uIvTz3Pibx,https://www.instagram.com/p/CAYmt-RHxUw/?igshid=1sift3bz4tkei,instagram.com/p/CAYmt-RHxUw/…,,,,,,,308825466,"👶🤱👩‍⚕️🏥👶🤱👩‍⚕️🏥👶🤱👩‍⚕️🏥👶🤱👩‍⚕️🏥👶
💛💙❤💛💙❤💛💙❤💛💙❤💛💙❤💛💙
Gracias a este súper Ángel francysst que, no duda ni un segundo en ayudar a los baby de mi unidad, esta vez apoyo a los pequeñines de Cuidados Intermedios e Intensivos… https://t.co/uIvTz3Pibx",False,012af435641420c7,everyone,2020-05-19T21:25:38+00:00,,es,Instagram,0,0,0,0,"1,2628569668981E+018",,,,98,102,0.5175,Person,Ángel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-68.0,10.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,26036571891634E+018",,,,,,,,,,,,48451100,"Oyendo en TVE que en Moscú han explotado varios equipos de ventilación pulmonar en UCIs, equipos construidos en Rusia, y que han exportado a otros países, incluido EEUU",False,00ec4c32070f5076,everyone,2020-05-13T00:26:18+00:00,,es,Twitter for Android,1,0,1,0,"1,26036571891634E+018",,,,10,12,0.4581,Organization,TVE,21,25,0.9914,Place,Moscú,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,86,0.8268,Place,UCIs,,,,,,,,,,112,116,0.9953,Place,Rusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,167,912,Place,EEUU,,,,,
"1,25419325164668E+018",217,240,https://t.co/NAlKAmnRwt,https://www.instagram.com/p/B_bC6ozFo8t/?igshid=4x2cno6jrc9h,instagram.com/p/B_bC6ozFo8t/…,,,,,,,52847203,"Rojas: Se está recuperando la unidad de cuidados intensivos para neonatos del Huapa en Cumaná

El gobernador del estado Sucre, Edwin Rojas, informó este viernes 24 de abril que se está rehabilitando, acondicionando,… https://t.co/NAlKAmnRwt",False,012a9ff7509f33b5,everyone,2020-04-25T23:39:07+00:00,,es,Instagram,1,0,0,1,"1,25419325164668E+018",,,,0,4,0.7459,Person,Rojas,78,82,0.4073,Organization,Huapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,92,937,Place,Cumaná,,,,,,,Point,-64.1675,10.4564,120,124,0.4941,Place,Sucre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,137,0.5028,Place,Edwin Rojas,,,,,
"1,2541721921092E+018",279,302,https://t.co/ilVoAtaaEX,https://twitter.com/josemvasquez/status/1254172192109203456/photo/1,pic.twitter.com/ilVoAtaaEX,0,9,Atencion,43,57,NicolasMaduro,73430372,"#Atencion Municipio Miranda, el presidente @NicolasMaduro nos envió el equipamiento para fortalecer la Unidad de Cuidados Intensivos del hospital de Calabozo valorado en 9 mil millones de bolívares. Ya la emergencia está casi lista y en los próximos días la vamos a reinaugurar. https://t.co/ilVoAtaaEX",False,0152c0f36270f8b1,everyone,2020-04-25T22:15:26+00:00,"3,12541721188808E+019",es,Twitter for Android,84,5,74,1,"1,2541721921092E+018",,,,10,26,0.7229,Place,Municipio Miranda,103,131,0.2617,Organization,Unidad de Cuidados Intensivos,279,302,https://t.co/ilVoAtaaEX,https://twitter.com/josemvasquez/status/1254172192109203456/photo/1,pic.twitter.com/ilVoAtaaEX,"3,12541721520913E+019",,,,,,,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,149,156,0.6484,Place,Calabozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,25237573576064E+018",74,97,https://t.co/W9GBpNy1GY,https://twitter.com/AndresVelasqz/status/1252369770353053697,twitter.com/AndresVelasqz/…,,,,,,,851859044,"A LA SRA VENEZUELA**** ,URGE LLEVARLA UCI
UNIDAD DE CUIDADOS INTENSIVOS.. https://t.co/W9GBpNy1GY",False,0058b0cb7e695890,everyone,2020-04-20T23:16:58+00:00,,es,Twitter for Android,1,0,0,0,"1,25237573576064E+018",,,,9,17,0.8816,Place,VENEZUELA,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,quoted,"1,25236977035305E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24938104219421E+018",,,,,,,,,,,,"8,3508606227594E+017","Esta semana entraron a robar en mi Unidad de Cuidados Intensivos. Si, dentro de un hospital. Si, en un área restringida. Forzaron la cerradura del cuarto de descanso e hicieron caída y mesa limpia con las posesiones de los muchachos de guardia. Se llevaron hasta la cena.
(Sigue)",False,00fef4361f2ad538,everyone,2020-04-12T16:57:07+00:00,,es,Twitter for Android,312,28,124,8,"1,24938104219421E+018",,,,35,63,0.4994,Place,Unidad de Cuidados Intensivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24861548502269E+018",56,79,https://t.co/EtNFstolFR,https://www.abc.es/internacional/abci-boris-johnson-abandona-unidad-cuidados-intensivos-202004092035_noticia.html#vca=rrss-inducido&vmc=abc-es&vso=tw&vli=noticia-video,abc.es/internacional/…,,,,84,94,abc_mundo,108697786,Boris Johnson abandona la unidad de cuidados intensivos https://t.co/EtNFstolFR vía @ABC_Mundo,False,01c93e351e3122fb,everyone,2020-04-10T14:15:04+00:00,,es,Twitter for iPhone,0,0,0,0,"1,24861548502269E+018",,,,0,12,0.9963,Person,Boris Johnson,,,,,,,,,,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,"8,57212166100755E+017",Boris Johnson,Prime Minister,35,Politician,"Politicians in the world, like Joe Biden","8,57212166100755E+017",Boris Johnson,Prime Minister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24860178962608E+018",104,127,https://t.co/3NKXn0ucCV,https://www.lapatilla.com/2020/04/09/el-desgarrador-relato-de-una-enfermera-de-una-unidad-de-cuidados-intensivos-donde-ningun-paciente-de-coronavirus-sobrevivio/amp/?__twitter_impression=true,lapatilla.com/2020/04/09/el-…,,,,,,,14116032,Es terrible! Para los jóvenes que se creen inmunes...les recuerdo: es un virus y ya hay 3 mutaciones... https://t.co/3NKXn0ucCV,False,0058b0cb7e695890,everyone,2020-04-10T13:20:39+00:00,,es,Twitter for Android,0,0,0,0,"1,24860178962608E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24757144775893E+018",,,,,,,,,,,,"7,42475664947843E+017","Algunas embarazadas, otras viviendo una pérdida y otras a punto de parir.

Otras personas lejos de sus casas en la unidad de cuidados intensivos. 

No te desgastes pensando en que en otro escenario hubiera sido mejor pasar éste receso.",False,012af435641420c7,everyone,2020-04-07T17:08:33+00:00,,es,Twitter for Android,0,1,0,0,"1,24757197879559E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replied_to,"1,24757179424611E+018","7,42475664947843E+017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24724578473262E+018",166,189,https://t.co/5qfcE8PfYf,https://twitter.com/VersionFinal/status/1247245784732622848/photo/1,pic.twitter.com/5qfcE8PfYf,0,13,ÚltimoMinuto,,,,18661011,"#ÚltimoMinuto: El primer ministro de Reino Unido, Boris Johnson, es trasladado de urgencia a la unidad de cuidados intensivos tras empeorar los síntomas de #Covid19. https://t.co/5qfcE8PfYf",False,01d677e97eae46b3,everyone,2020-04-06T19:32:22+00:00,"3,12472457824929E+019",es,Twitter for Android,2,0,3,0,"1,24724578473262E+018",156,164,Covid19,37,47,0.8936,Place,Reino Unido,50,62,0.9882,Person,Boris Johnson,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,10,Person,Named people in the world like Nelson Mandela,"8,57212166100755E+017",Boris Johnson,Prime Minister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Politician,"Politicians in the world, like Joe Biden","8,57212166100755E+017",Boris Johnson,Prime Minister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24682241339814E+018",189,212,https://t.co/IhHLAs3Qic,https://twitter.com/PagaloFacil_/status/1246822413398138880/photo/1,pic.twitter.com/IhHLAs3Qic,117,124,Italia,,,,"1,1178070588485E+018",Robots auxiliares han sido contratados por el jefe de la unidad de cuidados intensivos de un hospital en el norte de #Italia para ayudar al personal médico en la crisis por el #coronavirus https://t.co/IhHLAs3Qic,False,043383f8b2b79918,everyone,2020-04-05T15:30:02+00:00,"3,1246822405127E+019",es,Twitter for iPhone,0,1,0,0,"1,24682241339814E+018",176,188,coronavirus,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24413379654023E+018",244,267,https://t.co/XSm6hEJfSK,https://twitter.com/FedericoYanez/status/1244133796540227585/photo/1,pic.twitter.com/XSm6hEJfSK,0,6,29mar,191,204,ITRnoticias1,83524402,"#29mar | Alemania acondiciona un avión tipo Airbus con una Unidad de Cuidados Intensivos de 44 camas, para trasladar a pacientes con la COVID-19 desde Italia a hospitales de Alemania
Fuente: @ITRnoticias1 
#Germany
#Italy 
#CoronavirusPandemic https://t.co/XSm6hEJfSK",False,01acdb9d4686f3f3,everyone,2020-03-29T05:26:26+00:00,"3,12441337462296E+019",es,Twitter for Android,9,1,9,0,"1,24413379654023E+018",206,214,Germany,9,16,0.6154,Place,Alemania,44,49,0.6343,Organization,Airbus,244,267,https://t.co/XSm6hEJfSK,https://twitter.com/FedericoYanez/status/1244133796540227585/photo/1,pic.twitter.com/XSm6hEJfSK,"3,12441337736729E+019",215,221,Italy,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,,,,,,151,156,0.9208,Place,Italia,,,,,,,,,,174,181,0.9558,Place,Alemania,,,,,,,,,,,223,243,CoronavirusPandemic,,,,244,267,https://t.co/XSm6hEJfSK,https://twitter.com/FedericoYanez/status/1244133796540227585/photo/1,pic.twitter.com/XSm6hEJfSK,,,,,,"3,12441337763614E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24113386102059E+018",274,297,https://t.co/xm4CoRBvh7,https://twitter.com/clinicaanz/status/1241133861020590082/photo/1,pic.twitter.com/xm4CoRBvh7,103,107,CEA,,,,"9,6892612065672E+017","El Dr. Édgar Quiroz es médico intensivista encargado de coordinar la Unidad de Cuidados Intensivos del #CEA. 

Además, ocupa el cargo de Director Médico de la clínica, cuya función es velar por el correcto funcionamiento de la misma.

#CentroMedico #Anzoategui #MedicosVzla https://t.co/xm4CoRBvh7",False,018deff91b0b23b7,everyone,2020-03-20T22:45:46+00:00,"3,12411338193921E+019",es,Twitter for Android,1,0,2,0,"1,24113386102059E+018",235,248,CentroMedico,3,18,0.9132,Person,Dr. Édgar Quiroz,69,97,0.4344,Organization,Unidad de Cuidados Intensivos,,,,,,,249,260,Anzoategui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,273,MedicosVzla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24106614763989E+018",280,303,https://t.co/5M5JdStnea,https://twitter.com/NellyPSUVYa/status/1241066147639889925/photo/1,pic.twitter.com/5M5JdStnea,,,,,,,149004973,"Lo último 🚨
Primera muerte en Washington se trata d una mujer de 75 años q viajó previamente a España y q fue internada el pasado 19 de marzo en la Unidad de Cuidados Intensivos x presentar insuficiencia respiratoria y neumonía. La causa del deceso fue un paro cardiorespiratorio https://t.co/5M5JdStnea",False,0058b0cb7e695890,everyone,2020-03-20T18:16:42+00:00,"3,12410661299861E+019",es,Twitter for Android,41,2,16,0,"1,24106614763989E+018",,,,31,40,0.9882,Place,Washington,96,101,0.9917,Place,España,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,177,312,Place,Unidad de Cuidados Intensivos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,24003890203299E+018",212,235,https://t.co/Pr4bEkiNve,https://www.instagram.com/p/B92eRADpCdZ/?igshid=tuk9kbf54mta,instagram.com/p/B92eRADpCdZ/…,,,,,,,145226648,"Lorenzo Sanz, expresidente del Real Madrid, se encuentra ingresado en la unidad de cuidados intensivos con pronóstico grave tras haber dado positivo en covid-19, informa el diario Ideal. Sanz, de 76 años, tenía… https://t.co/Pr4bEkiNve",True,00ec4c32070f5076,everyone,2020-03-17T22:14:47+00:00,,es,Instagram,1,0,0,0,"1,24003890203299E+018",,,,0,11,0.9901,Person,Lorenzo Sanz,31,41,0.9855,Organization,Real Madrid,,,,,,,,,,,,,6,Sports Event,,"1,22339676202025E+018",Man City vs Real Madrid,,26,Sports League,,"7,31226165784928E+017",Europe - Soccer,,,,,,,,,,,,,,,,Point,-66.9146,10506,,,,,,,,,,,,200,Login • Instagram,"Welcome back to Instagram. Sign in to check out what your friends, family & interests have been capturing & sharing around the world.",https://www.instagram.com/accounts/login/,,,,,,,,,,,,,,,,,,,26,Sports League,,"7,31226207908291E+017",International Clubs - Soccer,,26,Sports League,,"7,33756536875455E+017",UEFA Champions League,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,12,Sports Team,"A sports team organization, like Arsenal and the Boston Celtics","7,31226239898259E+017",Real Madrid CF,,,,,,,,,,,,,,,,
"1,23851789259503E+018",,,,,,,,,,,,1146535398,"5. Sincerar la capacidad operativa real de nuestros hospitales . Por ejemplo, si existieran a fin de mes 500 casos positivos, al menos 75 requerirán hospitalización por neomonía y 25 necesitarán ingreso a unidad de cuidados intensivos. ¿Contamos con esa capacidad ?",False,018e4aba7010ecbe,everyone,2020-03-13T17:48:58+00:00,,es,Twitter for iPhone,190,6,211,2,"1,23852245286453E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,replied_to,"1,23852184298765E+018",1146535398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
