entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,attachments/media_keys/0,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,created_at,id,reply_settings,conversation_id,lang,source,author_id,possibly_sensitive,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,text,geo/place_id,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/2/entity/description,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/1,attachments/media_keys/2,attachments/media_keys/3,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,context_annotations/3/entity/description,context_annotations/4/entity/description,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag
89,93,0.3874,Place,Sucre,25,37,EdwinRojasM,60,74,LaVozDeSucre_,,,,,,,,,,,,,270,293,https://t.co/NPQDy4xPGs,https://twitter.com/IaminSucre/status/1374002123063578627/photo/1,pic.twitter.com/NPQDy4xPGs,211,230,SucreSeCuidaYVence,231,254,RadicalContraLaCovid19,255,269,QuedateEnCasa,31374002120148586502,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-22T14:16:48+00:00,1374002123063578627,everyone,1374002123063578627,es,Twitter for Android,1166765641044582400,False,5,0,0,0,"Nuestro líder Gobernador @EdwinRojasM a través del programa @LaVozDeSucre_ : 🎙Al estado Sucre, llegaron las gotas milagrosas, el antiviral cavativir, compuesto complementario para el tratamiento del covid-19. 

#SucreSeCuidaYVence
#RadicalContraLaCovid19
#QuedateEnCasa https://t.co/NPQDy4xPGs",0165fd44316e9f7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,223,0.4036,Person,Trujillo,9,23,RangelSilva4F,178,192,NicolasMaduro,,,,,,,,,,,,,,,,,,0,8,AsiDijo,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-22T01:14:56+00:00,1373805360629317633,everyone,1373805360629317633,es,Twitter for Android,1215768911343472646,False,0,0,0,0,"#AsiDijo @RangelSilva4F ¡Carvativir para vivir! 
Con la llegada de este antiviral venezolano, afianzaremos el tratamiento preventivo y curativo del covid-19. ¡Gracias presidente @NicolasMaduro por el apoyo al estado Trujillo, cuna del Dr. José Gregorio Hernández!",008cea206884906b,239,261,0.6571,Person,José Gregorio Hernández,,,,,,,,,10,Person,Named people in the world like Nelson Mandela,839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden",839575776999583745,Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,0.7005,Person,Sunamed Guarico,,,,,,,,,,,,,,,,,,,271,294,https://t.co/mfZTFGVV6D,https://twitter.com/HenryPrezRios1/status/1373653217746239488/photo/1,pic.twitter.com/mfZTFGVV6D,,,,,,,,,,31373653214650888198,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-21T15:10:23+00:00,1373653217746239488,everyone,1373653217746239488,es,Twitter for Android,1179036827426013191,False,5,0,5,0,"Sunamed Guarico se une al gremio médico,  en solicitud al gobierno nacional para que se revisen los protocolos de tratamiento para covid-19 así como la dotación para los mismos ya que los médicos andan pidiendo colaboración para adquirir el tratamiento y sino se mueren. https://t.co/mfZTFGVV6D",00cfdfc429c27ec3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,243,266,https://t.co/Ex8QFUxnXl,https://www.airfunding.net/project/296811?hl=es&utm_source=twitter&utm_medium=social&utm_campaign=collaborate_shares&utm_content=project_id_296811,airfunding.net/project/296811…,267,278,Airfunding,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-20T20:32:57+00:00,1373372006956171272,everyone,1373372006956171272,es,Twitter for iPhone,1083056604,False,1,0,2,0,Hola! Bendiciones y larga vida para todos. Ellos son mis tíos en este momento están pasando por un tratamiento para COVID-19 están hospitalizados en una situación complicada en lo que me puedan apoyar por favor sería de gran ayuda. Gracias ❤️ https://t.co/Ex8QFUxnXl #Airfunding,0198c6f108778b40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,14,ElNacionalWeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-17T01:35:15+00:00,1371998534090776582,everyone,1371658731151368195,es,Twitter for Android,1187811456,False,0,0,0,0,"@ElNacionalWeb Pregunta obligada, de donde salen los dólares para cubrir un tratamiento de covid-19 en clínicas privadas, porque los costos son impagables. El 80% de la población no le alcanza el dinero para comer. Entonces???",008eb02a542ac3d4,,,,,,,,,,,,,,,,,,,,,,,,,,15007299,replied_to,1371658731151368195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,242,265,https://t.co/bLr6fFyvl4,https://twitter.com/PartidoPSUV/status/1280192267190493190/photo/1,pic.twitter.com/bLr6fFyvl4,0,20,VenezuelaInvencible,,,,,,,31280192145840902144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-11T11:57:12+00:00,1369980725739593728,everyone,1369980725739593728,es,Twitter for Android,146203831,False,2,0,1,0,"#VenezuelaInvencible

La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que el padece desarrolla una enfermedad grave y tiene dificultad para respirar. https://t.co/bLr6fFyvl4",019e6a103559d590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,237,260,https://t.co/bLr6fFyvl4,https://twitter.com/PartidoPSUV/status/1280192267190493190/photo/1,pic.twitter.com/bLr6fFyvl4,0,15,CuidémosnosMás,,,,,,,31280192145840902144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-07T12:13:08+00:00,1368535185109745697,everyone,1368535185109745697,es,Twitter for Android,146203831,False,3,0,1,0,"#CuidémosnosMás

La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que el padece desarrolla una enfermedad grave y tiene dificultad para respirar. https://t.co/bLr6fFyvl4",019e6a103559d590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,242,265,https://t.co/bLr6fFyvl4,https://twitter.com/PartidoPSUV/status/1280192267190493190/photo/1,pic.twitter.com/bLr6fFyvl4,0,20,ChávezAhoraYSiempre,,,,,,,31280192145840902144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-05T11:56:33+00:00,1367806232854208513,everyone,1367806232854208513,es,Twitter for Android,146203831,False,3,0,1,0,"#ChávezAhoraYSiempre

La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que el padece desarrolla una enfermedad grave y tiene dificultad para respirar. https://t.co/bLr6fFyvl4",019e6a103559d590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,43,0.2091,Place,Pueblo Nuevo Sector Simón Bolívar,,,,,,,,,,,,,,,,,,,269,292,https://t.co/8oyOyJVfKh,https://twitter.com/UnBaralt/status/1367316137617354754/photo/1,pic.twitter.com/8oyOyJVfKh,0,10,Parroquia,,,,,,,31367315306805362692,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-04T03:29:05+00:00,1367316137617354754,everyone,1367316137617354754,es,Twitter for Android,1245229705575436289,False,2,1,3,0,"#Parroquia Pueblo Nuevo Sector Simón Bolívar Casa del dirigente Nelson Sanchez
Fecha*02/03
Hora: 5:00 PM
*Actividad:Charla de orientación sobre Covid-19, Medidas de prevención, sintomatología, tratamiento, cuidados, protocolos a seguir. Responsable Dr. Domingo Vasquez https://t.co/8oyOyJVfKh",01d677e97eae46b3,64,77,0.8043,Person,Nelson Sanchez,,,,,,,,,,,,,,,,,,,,,,,,269,292,https://t.co/8oyOyJVfKh,https://twitter.com/UnBaralt/status/1367316137617354754/photo/1,pic.twitter.com/8oyOyJVfKh,269,292,https://t.co/8oyOyJVfKh,https://twitter.com/UnBaralt/status/1367316137617354754/photo/1,pic.twitter.com/8oyOyJVfKh,,,,,,31367315369644457986,31367315439001489414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,13,Delnacarrero,,,,,,,,,,,,,,,,201,224,https://t.co/EyLEqYSeSj,https://twitter.com/HilarioRondn2/status/1367034550468108292/photo/1,pic.twitter.com/EyLEqYSeSj,,,,,,,,,,31367034534437523456,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-03T08:50:09+00:00,1367034550468108292,everyone,1366202115924893698,es,Twitter for Android,1244530426804408320,False,1,1,1,0,"@Delnacarrero Nuestro Camarada Presidente dijo que nos teníamos que cuidarnos hasta conseguir un tratamiento efectivo contra el Covid-19, por eso fue mi comentario Camarada, si ofendí, pido disculpas. https://t.co/EyLEqYSeSj",01c93e351e3122fb,,,,,,,,,,,,,,,,,,,,,,,,,,139901117,replied_to,1366641163915063296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,243,266,https://t.co/bLr6fFyvl4,https://twitter.com/PartidoPSUV/status/1280192267190493190/photo/1,pic.twitter.com/bLr6fFyvl4,0,21,VacunaEsperanzaYVida,,,,,,,31280192145840902144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-02T16:55:55+00:00,1366794408167899136,everyone,1366794408167899136,es,Twitter for Android,146203831,False,4,0,1,0,"#VacunaEsperanzaYVida

La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que el padece desarrolla una enfermedad grave y tiene dificultad para respirar. https://t.co/bLr6fFyvl4",019e6a103559d590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,40,0.467,Organization,OMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-03-01T04:18:21+00:00,1366241370978009088,everyone,1366241370978009088,es,Twitter for Android,55677669,False,0,0,0,0,"*ACTUALIZACIÓN DE VIRUS CHINO* 🇨🇳La OMS no tuvo más remedio que recular a regañadientes para reconocer el uso de la ivermectina para la profilaxis y tratamiento  del COVID 19, los estudios realizados en varios países con resultados positivos son abrumadores",01c93e351e3122fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,54,77,https://t.co/ynqQu7HBL4,https://www.liebertpub.com/doi/10.1089/ther.2017.0012?url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org&rfr_dat=cr_pub++0pubmed&,liebertpub.com/doi/10.1089/th…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-27T10:44:57+00:00,1365613889128452097,everyone,1365613889128452097,es,Twitter for Android,132167541,False,0,0,0,0,INTERESANTE Hipotermia como tratamiento para COVID-19 https://t.co/ynqQu7HBL4,01a74227630d48a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,53,0.6621,Organization,Universidad de Oriente,,,,,,,,,,,,,,,,,,,245,268,https://t.co/1tO68nSzaH,https://twitter.com/wjtovar/status/1364972071076454400/photo/1,pic.twitter.com/1tO68nSzaH,0,9,ATENCION,,,,,,,31364972054827696129,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-25T16:14:36+00:00,1364972071076454400,everyone,1364972071076454400,es,Twitter for Android,226712008,False,29,0,8,0,"#ATENCION Colega Profesor de la Universidad de Oriente requiere el APOYO para tratamiento para infección por Covid-19. Se les agradece a todos los que puedan contribuir para salvar esta vida. Aquí sus datos, y requerimiento de medicamentos etc. https://t.co/1tO68nSzaH",0047c84e70b9501b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,268,https://t.co/1tO68nSzaH,https://twitter.com/wjtovar/status/1364972071076454400/photo/1,pic.twitter.com/1tO68nSzaH,,,,,,,,,,,31364972062624907268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,15,CaraotaDigital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Sports Event,,1356700880322535424,Barcelona vs Elche,2021-02-24T19:30:36+00:00,1364659009475801091,everyone,1364650976934825984,es,Twitter for Android,922222202,False,0,0,0,0,"@CaraotaDigital Da tristeza, pena, dolor y rabia que eso ocurra, porque en cadena nacional, casi todos los días dicen, que a los diagnosticados con Covid 19, los atienden con todo el tratamiento, en hospitales bien equipados y hasta le dan mucho amor, no entiendo, porqué pasan estos casos?",012af435641420c7,,,,,,,,,,,,,,26,Sports League,,731226165784928260,Europe - Soccer,,26,Sports League,,731226215760027649,Spain - Soccer,,171299971,replied_to,1364650976934825984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Sports League,,733756520714752000,La Liga,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,92,115,https://t.co/IfI4MAcsnB,https://twitter.com/FarmaciaWuiston/status/1364214383505768448,twitter.com/FarmaciaWuisto…,63,74,Mentirosos,75,87,opotunistas,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-23T15:14:58+00:00,1364232287588597771,everyone,1364232287588597771,es,UberSocial for Android,48530631,False,0,1,0,0,Qué tienen que ver estos productos con el tratamiento Covid-19 #Mentirosos #opotunistas ... https://t.co/IfI4MAcsnB,017697d30746c82c,,,,,,,,,,,,,,,,,,,,,,,,,,,quoted,1364214383505768448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-67.0347332,10.342283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,231,254,https://t.co/jItCLnlkL3,https://twitter.com/PartidoPSUV/status/1280192267190493190/photo/1,pic.twitter.com/jItCLnlkL3,220,230,GNBMérida,,,,,,,31280192145840902144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-21T14:10:05+00:00,1363491184077848578,everyone,1363491184077848578,es,Twitter for Android,1265589561524211714,False,7,0,4,0,"La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que el padece desarrolla una enfermedad grave y tiene dificultad para respirar.
#GNBMérida https://t.co/jItCLnlkL3",01acdb9d4686f3f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-16T15:57:36+00:00,1361706303509434376,everyone,1361706290465169410,es,Twitter for iPhone,704653085289947136,False,0,1,0,0,(5/6) Debe evitarse el uso de ivermectina para la prevención o el tratamiento del COVID-19 ya que no se han establecido sus beneficios y seguridad para estos fines.,01a73d6169f504ac,,,,,,,,,,,,,,,,,,,,,,,,,,704653085289947136,replied_to,1361706298052648962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-16T15:57:34+00:00,1361706293485068293,everyone,1361706290465169410,es,Twitter for iPhone,704653085289947136,False,0,1,0,0,"(2/6) Aunque existen usos aprobados para la ivermectina en personas y animales, no está aprobada para la prevención o el tratamiento del COVID-19. No debe tomar ningún medicamento para tratar o prevenir el COVID-19 a menos que se lo haya recetado su proveedor de atención médica.",01a73d6169f504ac,,,,,,,,,,,,,,,,,,,,,,,,,,704653085289947136,replied_to,1361706290465169410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,231,240,Czgnb22M,,,,,,,,,,,,,,,,241,264,https://t.co/jItCLnlkL3,https://twitter.com/PartidoPSUV/status/1280192267190493190/photo/1,pic.twitter.com/jItCLnlkL3,220,230,GNBMérida,,,,,,,31280192145840902144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-16T13:04:13+00:00,1361662670223589382,everyone,1361662670223589382,es,Twitter for Android,1265589561524211714,False,3,0,2,0,"La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que el padece desarrolla una enfermedad grave y tiene dificultad para respirar.
#GNBMérida @Czgnb22M
https://t.co/jItCLnlkL3",01acdb9d4686f3f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0,16,Vladi_VillegasP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-15T14:46:29+00:00,1361326019219755012,everyone,1361038522380091399,es,Twitter for Android,3128587494,False,0,0,0,0,"@Vladi_VillegasP Pronta recuperación.
El Covid 19 no respeta edad ,ni clase social.
Seguir el tratamiento indicado .",012b6b2c110f0c21,,,,,,,,,,,,,,,,,,,,,,,,,,883455335360548866,replied_to,1361038522380091399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,231,254,https://t.co/jItCLnlkL3,https://twitter.com/PartidoPSUV/status/1280192267190493190/photo/1,pic.twitter.com/jItCLnlkL3,220,230,GNBMérida,,,,,,,31280192145840902144,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-15T13:30:45+00:00,1361306956884021253,everyone,1361306956884021253,es,Twitter for Android,1265589561524211714,False,12,0,11,0,"La mayoría de las personas que contraen la COVID-19 se recuperan de la enfermedad sin necesidad de realizar un tratamiento especial. El 20% que el padece desarrolla una enfermedad grave y tiene dificultad para respirar.
#GNBMérida https://t.co/jItCLnlkL3",01cb69a764a68d10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,27,0.9134,Organization,ULA Táchira,,,,,,,,,,,,,,,,,,,118,141,https://t.co/bwk0BzTp6m,https://elmercurioweb.com/noticias/2021/2/9/profesores-de-la-ula-tchira-donan-sus-salarios-a-colegas-y-trabajadores-para-costear-tratamiento-contra-el-covid-19,elmercurioweb.com/noticias/2021/…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-09T16:25:07+00:00,1359176512432439298,everyone,1359176512432439298,es,Squarespace,145062006,False,0,0,0,0,Profesores de la ULA Táchira donan sus salarios a colegas y trabajadores para costear tratamiento contra el COVID-19  https://t.co/bwk0BzTp6m,016eb87b25e8a354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-64.695053,10.188904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,119,142,https://t.co/0ShNkDZDZr,https://twitter.com/abc_es/status/1357974820856725504,twitter.com/abc_es/status/…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-06T18:50:13+00:00,1358125862382694401,everyone,1358125862382694401,es,Twitter for iPhone,3420131603,False,0,0,0,0,Ah que bueno saberlo! Yo pensaba que el paro cardiaco con covid-19 era de tratamiento ambulatorio chill con vitamina b https://t.co/0ShNkDZDZr,018deff91b0b23b7,,,,,,,,,,,,,,,,,,,,,,,,,,,quoted,1357974820856725504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,61,0.2216,Place,Covid,,,,,,,,,,,,,,,,,,,67,90,https://t.co/NQmTSHrDPN,https://twitter.com/Lisbeth87643981/status/1357808651738767365,twitter.com/Lisbeth8764398…,,,,,,,,,,,88,Political Body,"A section of a government, like The Supreme Court",1147215121103503360,UNESCO,2021-02-05T22:06:44+00:00,1357812929584914434,everyone,1357812929584914434,es,Twitter for Android,857718019493154816,False,1,0,0,0,"Y mucho menos costear el tratamiento, si se contagian de Covid-19. https://t.co/NQmTSHrDPN",01c93e351e3122fb,,,,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,quoted,1357808651738767365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,207,230,https://t.co/QHFpfIAKSB,https://amp.infosalus.com/asistencia/noticia-oms-publica-lista-pruebas-diagnosticas-esenciales-incluye-pcr-test-antigenos-contra-covid-19-20210129120740.html?__twitter_impression=true,amp.infosalus.com/asistencia/not…,,,,,,,,,,,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,2021-02-05T10:13:53+00:00,1357633534966575105,everyone,1357633534966575105,es,Twitter for Android,132167541,False,0,0,0,0,"El uso de pruebas diagnósticas precisas y de calidad es el primer paso en la elaboración y aplicación de estrategias de tratamiento, control y, en muchos casos, prevención de enfermedades y brotes. COVID-19 https://t.co/QHFpfIAKSB",01a74227630d48a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
