referenced_tweets/0/type,referenced_tweets/0/id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,reply_settings,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,in_reply_to_user_id,geo/place_id,id,conversation_id,lang,author_id,created_at,text,possibly_sensitive,source,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,attachments/media_keys/0,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,attachments/media_keys/1,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/2/entity/description,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description
,,0,1,2,0,everyone,32,45,laprensalara,,,,,,,,015d19216c749864,1367174639391289347,1367174639391289347,es,52508382,2021-03-03T18:06:49+00:00,"De acuerdo a una información de @laprensalara, las enfermeras que prestan servicio en el sistema de salud público venezolano, deben trabajar 9 años para comprar uniformes. 

https://t.co/ZTDOsNwa8Y",False,Twitter for Android,,,,,,174,197,https://t.co/ZTDOsNwa8Y,https://www.laprensalara.com.ve/amp/2021/03/03/28060-1-enfermeras-requieren-113-salarios-minimos-solo-para-uniformes.html?__twitter_impression=true,laprensalara.com.ve/amp/2021/03/03…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1366508189521498123,0,0,0,0,everyone,0,15,profmtorrealba,16,26,ReporteYa,,,,1029564497873317888,00eacd9e4c340449,1366531442398822404,1366499153291993095,es,1291127111663656961,2021-03-01T23:30:59+00:00,@profmtorrealba @ReporteYa Pero seguro que la Alcaldía le tiene sus recibos de cobro por servicio público prestado.🇻🇪,False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,53,0.6744,Organization,Alcaldía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1366499153291993095,0,1,0,0,everyone,0,10,ReporteYa,,,,,,,221378668,00eacd9e4c340449,1366528764503556096,1366499153291993095,es,1291127111663656961,2021-03-01T23:20:20+00:00,"@ReporteYa No,pues si el servicio público en general,el personal que lo hace le dieran mejores herramientas, protección, mejor remuneración, ejemplo el Aseo Urbano,la misma chatarra,sin guantes, mascarilla,botas, mucho menos Uniformes,se lo van a robar los Alcaldes,No se Justifica.🇻🇪",False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,1,8,0,everyone,41,52,liporaccia,,,,,,,,008eb02a542ac3d4,1366476736888725508,1366476736888725508,es,46308574,2021-03-01T19:53:36+00:00,"SERVICIO PÚBLICO
El periodista deportivo @liporaccia fue diagnosticado con un tumor cerebral y debe realizarse un estudio para sometérse a una intervención quirúrgica.
Ayudemos a Alejandro.
Información completa en la imagen  ⬇️ https://t.co/SjURmQEVUY",False,Twitter for iPhone,,,,,,228,251,https://t.co/SjURmQEVUY,https://twitter.com/DavidUzcategui/status/1366476736888725508/photo/1,pic.twitter.com/SjURmQEVUY,,,,,,,,,,,,,,,,,,,31366476720581332999,179,187,0.9772,Person,Alejandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1365694683402424322,1,2,8,0,everyone,,,,,,,,,,742475664947843072,012af435641420c7,1365695194117664775,1365694683402424322,es,742475664947843072,2021-02-27T16:08:02+00:00,"que se ubica en el signo opuesto, es decir, VIRGO ♍.

Cuando se produce una Luna Llena entre los signos de VIRGO ♍y PISCIS,♓ se despiertan y destacan las cualidades de servicio público, caridad, sanación tanto física como mental y espiritual, limpieza, purificación,",False,Twitter for Android,65,Interests and Hobbies Vertical,"Top level interests and hobbies groupings, like Food or Travel",847868745150119936,Home & family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hobbies and interests,66,Interests and Hobbies Category,"A grouping of interests and hobbies entities, like Novelty Food or Destinations",1068226612380889088,Horoscope,Horoscope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks",1138874019820662784,Virgo,67,Interests and Hobbies,"Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks",1138893080310927362,Pisces,,,,,,,,,,,,,,,,,,,,,,,,,Virgo,Pisces,,,,,,
replied_to,1365304020332593153,0,0,2,0,everyone,0,11,NuevaTec47,,,,,,,1449375612,01a73d6169f504ac,1365691376940298240,1365304020332593153,es,49486443,2021-02-27T15:52:52+00:00,"@NuevaTec47 Me pasa mucho cuando posteo un servicio público y alguien que no es médico crítica el tratamiento que sí envío un profesional de la medicina.
Me pasó cuando en mi pleno Covid, gente que no es médico, me recetaron medicinas sin saber, por ejemplo, si tenía wnfermades de base",False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',1220701888179359745,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,0,1,0,everyone,17,31,LosOlivosInfo,,,,,,,,01a74227630d48a8,1365634125210730497,1365634125210730497,es,108841517,2021-02-27T12:05:22+00:00,Servicio Público @LosOlivosInfo https://t.co/T9jY9T1Kd8,False,Twitter for Android,,,,,,32,55,https://t.co/T9jY9T1Kd8,https://twitter.com/Manualfred34/status/1365634125210730497/photo/1,pic.twitter.com/T9jY9T1Kd8,,,,,,,,,,,,,,,,,,,31365634120500584459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,2,0,everyone,,,,,,,,,,,018e4aba7010ecbe,1365387294488854529,1365387294488854529,es,131309263,2021-02-26T19:44:33+00:00,"Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,42,0.6466,Person,Reinaldo Rafael Rodríguez,126,147,0.58,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,1365356540421677057,0,2,0,0,everyone,,,,,,,,,,,0058b0cb7e695890,1365358409336451076,1365358409336451076,es,918649668,2021-02-26T17:49:46+00:00,"La nueva modalidad para los empleados públicos es la prestación del servicio y cobros adecuados para que sean autosustentables, esas empresas solo dan pérdidas, no hay reposición de equipos y por ende mal servicio?, el estado ya no puede mantener ese gasto público https://t.co/1iLa0obGDE",False,Twitter for iPhone,,,,,,265,288,https://t.co/1iLa0obGDE,https://twitter.com/Biolicius88/status/1365356540421677057,twitter.com/Biolicius88/st…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,1364996243382886406,13,0,13,0,following,47,63,TarekWiliamSaab,,,,,,,,0137799d4f960b21,1365061500277243913,1365061500277243913,es,1279108089183113217,2021-02-25T22:09:57+00:00,"#25Feb 🇻🇪⚙️

Todo nuestro respaldo al camarada @TarekWiliamSaab en su gestión Patriótica por recuperar un Ministerio Público al servicio del Pueblo Venezolano y no para bufetes de gestores mafiosos que desangraron la Patria y hoy son prófugos multimillonarios #VenezuelaPotencia https://t.co/fk9KDDjdjw",False,Twitter for Android,,,,,,279,302,https://t.co/fk9KDDjdjw,https://twitter.com/VTVcanal8/status/1364996243382886406,twitter.com/VTVcanal8/stat…,0,6,25Feb,260,278,VenezuelaPotencia,,,,,,,,,,,,,,143,159,0.4825,Organization,Pueblo Venezolano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1364744334957019136,3,0,0,0,everyone,0,15,DiarioPrimicia,,,,,,,293791614,018e4aba7010ecbe,1365056671211540486,1364744334957019136,es,131309263,2021-02-25T21:50:46+00:00,"@DiarioPrimicia Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,58,0.6569,Person,Reinaldo Rafael Rodríguez,142,163,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1364746946859130881,0,0,1,0,everyone,0,12,ElUniversal,,,,,,,6015212,018e4aba7010ecbe,1364912115346247681,1364746946859130881,es,131309263,2021-02-25T12:16:21+00:00,"@ElUniversal Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,47,Brand,Brands and Companies,1100757797665296384,El Universal,,,,,,,,,,,,,,,,,,,,,,,,,31,55,0.6569,Person,Reinaldo Rafael Rodríguez,139,160,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,El Universal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1364636507491995649,1,0,1,0,everyone,0,16,atusaludenlinea,,,,,,,121774745,018e4aba7010ecbe,1364912086636257286,1364636507491995649,es,131309263,2021-02-25T12:16:14+00:00,"@atusaludenlinea Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,59,0.6569,Person,Reinaldo Rafael Rodríguez,143,164,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,15,0,13,0,everyone,,,,,,,,,,,015e5397777769a2,1364882762734403588,1364882762734403588,es,1265589561524211714,2021-02-25T10:19:43+00:00,"Gobierno Bolivariano toma acciones estratégicas para mejorar el servicio de transporte público

#25Feb 
#GNBMérida

https://t.co/TWrC9WSdiN https://t.co/LQ7lksMy3l",False,Twitter for Android,,,,,,116,139,https://t.co/TWrC9WSdiN,https://www.vtv.gob.ve/gobierno-bolivariano-acciones-mejorar-transporte-publico/,vtv.gob.ve/gobierno-boliv…,96,102,25Feb,104,114,GNBMérida,,,,,,,,,,,,,31364618755616210948,0,19,0.7713,Organization,Gobierno Bolivariano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,163,https://t.co/LQ7lksMy3l,https://twitter.com/VTVcanal8/status/1364807335193964550/photo/1,pic.twitter.com/LQ7lksMy3l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,1,0,everyone,0,16,GeneralJoseLara,,,,,,,1242908157040570369,018e4aba7010ecbe,1364749611680882690,1364749611680882690,es,131309263,2021-02-25T01:30:37+00:00,"@GeneralJoseLara 
Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,60,0.5399,Person,Reinaldo Rafael Rodríguez,144,165,0.5829,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1364744334957019136,0,0,0,0,everyone,0,15,DiarioPrimicia,,,,,,,293791614,018e4aba7010ecbe,1364748190990401541,1364744334957019136,es,131309263,2021-02-25T01:24:59+00:00,"@DiarioPrimicia Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,58,0.6569,Person,Reinaldo Rafael Rodríguez,142,163,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0,0,0,everyone,17,27,notiredve,,,,,,,,002e2add0d1ff144,1364628946893955078,1364628946893955078,es,987128299481681920,2021-02-24T17:31:09+00:00,"Servicio Público @Notiredve

Todos apoyar a Alida, que necesita de nosotros, participa en La Rifa del Sábado 06 de Marzo.

Hoy es Alida mañana podrá ser otro.

TODOS CON ALIDA en Ciudad Ojeda https://t.co/uCs2jUI8ir",False,Instagram,,,,,,192,215,https://t.co/uCs2jUI8ir,https://www.instagram.com/p/CLrvQfnFnd7/?igshid=1blyjh9vdvmn0,instagram.com/p/CLrvQfnFnd7/…,,,,,,,,,,,,,,,,,,,,44,48,0.7852,Person,Alida,90,119,0.3982,Other,La Rifa del Sábado 06 de Marzo,130,134,0.6124,Person,Alida,170,174,0.5456,Person,ALIDA,179,190,0.9523,Place,Ciudad Ojeda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,-71.3102,10.1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,0,12,globovision,,,,,,,17485551,018e4aba7010ecbe,1364390024263987202,1364390024263987202,es,131309263,2021-02-24T01:41:45+00:00,"@globovision 
Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,56,0.5399,Person,Reinaldo Rafael Rodríguez,140,161,0.5829,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,0,15,infoelluchador,,,,,,,338410908,018e4aba7010ecbe,1364389993012211712,1364389993012211712,es,131309263,2021-02-24T01:41:38+00:00,"@infoelluchador 
Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,59,0.5399,Person,Reinaldo Rafael Rodríguez,143,164,0.5829,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,0,11,Onda1035fm,,,,,,,337650579,018e4aba7010ecbe,1364389856072376321,1364389856072376321,es,131309263,2021-02-24T01:41:05+00:00,"@Onda1035fm 
Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,55,0.5399,Person,Reinaldo Rafael Rodríguez,139,160,0.5829,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1364274682422325249,0,0,0,0,everyone,0,11,MaryAponte,12,27,DiarioPrimicia,28,40,ISP_Bolivar,56482023,018e4aba7010ecbe,1364389187236073484,1364274682422325249,es,131309263,2021-02-24T01:38:26+00:00,"@MaryAponte @DiarioPrimicia @ISP_Bolivar Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales https://t.co/lElez1lpDv",False,Twitter for Android,,,,,,285,308,https://t.co/lElez1lpDv,https://twitter.com/MUYMIO/status/1364389187236073484/photo/1,pic.twitter.com/lElez1lpDv,,,,,,,,,,,,,,,,,,,31364389184568496131,59,83,0.5879,Person,Reinaldo Rafael Rodríguez,167,188,0.5993,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0,2,0,everyone,,,,,,,,,,,018e4aba7010ecbe,1364388874013794304,1364388874013794304,es,131309263,2021-02-24T01:37:11+00:00,"Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,42,0.6466,Person,Reinaldo Rafael Rodríguez,126,147,0.58,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1364344107028647940,0,0,0,0,everyone,0,13,RojasyArenas,,,,,,,60410210,018e4aba7010ecbe,1364388515358912513,1364344107028647940,es,131309263,2021-02-24T01:35:45+00:00,"@RojasyArenas Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,56,0.6569,Person,Reinaldo Rafael Rodríguez,140,161,0.5834,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,1364158357477552129,0,0,0,0,everyone,0,16,atusaludenlinea,17,30,OnceOnceVzla,,,,121774745,018e4aba7010ecbe,1364388412090892290,1364158357477552129,es,131309263,2021-02-24T01:35:21+00:00,"@atusaludenlinea @OnceOnceVzla Servicio público

Reinaldo Rafael Rodríguez cédula 7563341 , hospitalizado en el seguro social  Sala de emergencia IVSS paseo Meneses Ciudad Bolivar

Necesita 4 donantes de sangre 🩸🩸🩸🩸
Con carácter de urgencia.

Compartir en tus redes sociales",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,73,0.6017,Person,Reinaldo Rafael Rodríguez,157,178,0.5868,Place,Meneses Ciudad Bolivar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
